,Unnamed: 0,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,prop_female
1055,2035,tm420797,Sierra Burgess Is a Loser,MOVIE,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,PG-13,105,"['romance', 'comedy', 'drama']",['US'],,tt3120280,5.8,38841.0,14.072,6.3,0.36
1056,2037,tm411958,Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,,94,"['comedy', 'romance']",['US'],,tt3685236,5.2,17517.0,9.813,5.7,0.4375
1058,2040,tm305437,Hey Arnold! The Jungle Movie,MOVIE,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",2017,,81,"['animation', 'comedy', 'family', 'fantasy', 'thriller']",['US'],,tt5257726,7.5,3183.0,16.413,7.7,0.43333333333333335
1059,2042,ts57080,Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,TV-Y7,23,"['action', 'animation', 'family', 'western', 'comedy', 'drama', 'documentation']",['US'],11.0,tt10687624,6.4,1012.0,15.689,8.3,0.0
1060,2046,ts81885,The Good Cop,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,TV-PG,46,"['drama', 'comedy', 'crime', 'documentation']",['US'],1.0,tt7183074,6.9,5732.0,8.714,6.4,0.4
1062,2051,tm299790,Cristela Alonzo: Lower Classy,MOVIE,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,,66,['comedy'],['US'],,tt6550456,6.4,845.0,3.3360000000000003,6.2,0.5
1064,2053,ts85034,Patriot Act with Hasan Minhaj,SHOW,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",2018,TV-MA,25,['comedy'],['US'],6.0,tt8080054,8.2,7327.0,9.203,7.3,0.0
1065,2055,ts82372,The Epic Tales of Captain Underpants,SHOW,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,2018,TV-Y7,24,"['animation', 'comedy', 'action', 'family']",['US'],4.0,tt7741830,6.6,931.0,11.851,8.5,0.42857142857142855
1071,2062,tm406881,Bathtubs Over Broadway,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",2018,PG-13,87,"['comedy', 'music', 'documentation']",['US'],,tt6029778,7.6,1089.0,2.742,8.0,0.4
1072,2065,ts78507,Alexa & Katie,SHOW,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,2018,TV-Y7,25,"['comedy', 'drama']",['US'],4.0,tt6916746,7.4,4885.0,32.166,8.3,0.5
1073,2067,tm437608,Adam Sandler: 100% Fresh,MOVIE,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",2018,R,73,"['comedy', 'music']",['US'],,tt9036126,7.5,5178.0,12.969,7.3,0.0
1074,2070,tm326723,The Polka King,MOVIE,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,2017,,95,"['comedy', 'music', 'drama']",['US'],,tt5539052,5.9,10568.0,8.066,5.515,0.43902439024390244
1076,2078,ts83251,Magic for Humans,SHOW,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",2018,TV-14,23,"['reality', 'comedy']",['US'],3.0,tt8425308,7.1,3346.0,6.964,6.7,0.0
1078,2080,tm330869,Show Dogs,MOVIE,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",2018,PG,92,"['comedy', 'crime', 'family']","['US', 'GB']",,tt5691024,3.8,4704.0,11.664,6.1,0.3181818181818182
1080,2083,tm285340,Girlfriend's Day,MOVIE,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",2017,,70,"['comedy', 'drama']",['US'],,tt2962984,5.2,4381.0,8.861,4.8,0.3235294117647059
1081,2085,tm270999,The Resurrection of Gavin Stone,MOVIE,"Gavin Stone, a washed-up former child star, is forced to do community service at a local megachurch and pretends to be Christian so he can land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",2017,PG,91,"['drama', 'comedy', 'family', 'romance']",['US'],,tt4902904,6.2,2269.0,3.2,6.3,0.2727272727272727
1082,2086,ts85659,3Below: Tales of Arcadia,SHOW,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2018,TV-Y7,22,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation']",['US'],2.0,tt7736544,7.7,6158.0,27.194000000000006,7.7,0.4444444444444444
1085,2096,tm420334,Like Father,MOVIE,"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life.",2018,R,103,"['drama', 'comedy']",['US'],,tt7170950,6.1,21378.0,8.815,6.3,0.3793103448275862
1086,2099,ts58175,She's Gotta Have It,SHOW,"Nola Darling struggles to define herself and divide her time among her friends, job and three lovers. A new take on Spike Lee's film, in 10 episodes.",2017,TV-MA,35,['comedy'],['US'],2.0,tt3713588,6.7,4695.0,6.0310000000000015,6.6,0.42857142857142855
1090,2108,tm369179,Irreplaceable You,MOVIE,A couple who have known each other since 8 are destined to be together until death do them apart.,2018,,96,"['drama', 'romance', 'comedy']",['US'],,tt6119856,6.4,9583.0,11.732,7.0,0.36363636363636365
1093,2113,tm266685,Sandy Wexler,MOVIE,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",2017,,130,['comedy'],['US'],,tt5893332,5.2,17039.0,15.142,5.5,0.39759036144578314
1094,2114,tm409618,Alex Strangelove,MOVIE,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",2018,R,99,"['comedy', 'drama', 'romance']",['US'],,tt5688996,6.3,17746.0,16.093,6.6,0.4444444444444444
1096,2116,ts57985,Free Rein,SHOW,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,TV-G,28,"['action', 'comedy', 'drama', 'family', 'documentation']",['US'],3.0,tt6928052,7.0,2110.0,31.038,7.8,0.5
1097,2117,ts58297,The Indian Detective,SHOW,A Toronto police officer gets involved in a homicide investigation while visiting his father in Mumbai.,2017,,43,"['crime', 'comedy', 'drama']",['CA'],1.0,tt5797220,6.5,3123.0,4.954,6.5,0.5
1099,2123,tm1883,Animal Crackers,MOVIE,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,2017,PG,105,"['animation', 'action', 'comedy', 'family', 'fantasy']","['CN', 'US', 'ES']",,tt4155534,5.8,3422.0,32.235,6.3,0.5
1102,2128,ts321277,Daniel Sloss: Live Shows,SHOW,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",2018,TV-MA,60,['comedy'],['US'],1.0,tt8858472,8.5,3443.0,1.694,8.2,0.0
1103,2132,tm271959,Mr. Roosevelt,MOVIE,A young woman returns home and must confront her ex-boyfriend when an unexpected tragedy occurs.,2017,,90,['comedy'],['US'],,tt6212496,6.2,3391.0,4.342,6.1,0.391304347826087
1105,2135,tm375912,Ricky Gervais: Humanity,MOVIE,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018,R,79,['comedy'],['GB'],,tt7830574,8.0,19752.0,8.01,7.7,0.0
1106,2138,tm436844,The Christmas Chronicles,MOVIE,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",2018,PG,104,"['comedy', 'family', 'fantasy']",['US'],,tt2990140,7.0,71740.0,16.532,7.1,0.48717948717948717
1111,2151,ts57148,Champions,SHOW,"Vince, a charismatic gym owner with no ambition lives with his younger brother Michael, a gorgeous idiot. Their simple life of women and working out is put on hold when the teenage son of Vince is dropped off on their doorstep by Priya, one of his old high school flings.",2018,TV-PG,21,['comedy'],['US'],1.0,tt6470396,6.0,3890.0,4.61,5.5,0.3333333333333333
1113,2154,tm219252,Carrie Pilby,MOVIE,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene.",2017,,98,"['drama', 'comedy']",['US'],,tt2989524,6.6,11694.0,8.99,6.9,0.3125
1114,2155,tm294581,The Clapper,MOVIE,15 minutes of fame destroys the life of a man who works as a clapper in television.,2018,R,89,"['comedy', 'drama']",['US'],,tt5461956,5.1,7688.0,7.843,4.8,0.37209302325581395
1115,2156,tm290831,Fun Mom Dinner,MOVIE,"Four women, whose kids attend the same preschool class, get together for a ""fun mom dinner"". When the night takes an unexpected turn, these unlikely new friends realize they have more in common than just marriage and motherhood.",2017,R,81,['comedy'],['US'],,tt5829040,5.3,5509.0,9.742,5.8,0.3870967741935484
1116,2157,tm425732,The Land of Steady Habits,MOVIE,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",2018,,98,"['drama', 'comedy']",['US'],,tt6485928,6.2,7717.0,8.104,5.4,0.4666666666666667
1118,2162,ts88234,Man Like Mobeen,SHOW,"Man Like Mobeen is a four-part series that welcomes you into the life of Mobeen Deen, a 28 year-old from Small Heath in Birmingham.  All Mobeen wants to do is follow his faith, lead a good life, and make sure his younger sister fulfils her potential. But can he juggle these when his criminal past and reputation is always chasing him?",2017,TV-MA,22,['comedy'],['GB'],3.0,tt7639280,8.0,2737.0,1.977,6.7,0.2
1119,2166,ts57464,Life Sentence,SHOW,"When Stella finds out her terminal cancer is cured, she's going to have to learn to live with all the choices she's made when she decided to ""live like she was dying"".",2018,TV-14,42,"['comedy', 'drama']",['US'],1.0,tt6088922,6.4,3899.0,7.925,6.5,0.25
1122,2171,tm311898,Small Crimes,MOVIE,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder, returns home looking for redemption but winds up trapped in the mess he left behind.",2017,,95,"['drama', 'comedy', 'thriller', 'crime']","['CA', 'US']",,tt6158968,5.8,8109.0,9.738,5.4,0.0
1125,2180,tm441198,The Princess Switch,MOVIE,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2018,PG,101,"['romance', 'drama', 'family', 'comedy']",['US'],,tt8954732,6.0,27852.0,24.268,7.037000000000001,0.4375
1130,2187,tm440996,Trevor Noah: Son of Patricia,MOVIE,"Trevor Noah gets out from behind the ""Daily Show"" desk and takes the stage for a stand-up special that touches on racism, immigration, camping and more.",2018,R,63,['comedy'],['US'],,tt9170648,7.3,4101.0,6.8610000000000015,7.0,0.0
1131,2188,tm260272,Little Evil,MOVIE,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",2017,,94,"['horror', 'comedy', 'fantasy']",['US'],,tt2937366,5.6,21421.0,8.527999999999999,5.6,0.34782608695652173
1132,2190,ts82843,The Curious Creations of Christine McConnell,SHOW,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018,TV-PG,27,"['comedy', 'reality', 'horror']",['US'],1.0,tt8773080,7.7,2397.0,3.175,7.3,0.3333333333333333
1134,2194,tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view.",2017,,60,"['comedy', 'documentation']",['US'],,tt6879602,7.4,2868.0,4.588,6.8,0.0
1136,2196,ts90594,Barbie: Dreamhouse Adventures,SHOW,"Barbie, her sisters, friends and neighbour Ken share vlogs filmed in her Dreamhouse.",2018,TV-Y,22,"['animation', 'comedy', 'family']",['US'],5.0,tt7661472,6.7,543.0,36.15,8.2,0.38461538461538464
1139,2205,tm440415,John Leguizamo's Latin History for Morons,MOVIE,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",2018,PG,89,"['comedy', 'documentation']",['US'],,tt9777830,7.3,808.0,3.851,7.4,0.25
1143,2213,tm314705,Jo Koy: Live from Seattle,MOVIE,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",2017,,63,['comedy'],['US'],,tt6720442,7.2,1357.0,4.003,6.7,0.0
1144,2214,tm324124,"Oh, Hello on Broadway",MOVIE,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",2017,,102,['comedy'],['US'],,tt6987652,7.7,3141.0,4.878,6.9,0.2
1145,2216,tm139564,The Outcasts,MOVIE,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",2017,PG-13,95,['comedy'],['US'],,tt2597760,5.4,4567.0,10.409,6.2,0.4888888888888889
1146,2218,tm327540,Gnome Alone,MOVIE,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.",2017,PG,85,"['family', 'action', 'animation', 'comedy', 'fantasy', 'music', 'thriller', 'drama']","['CA', 'GB', 'US']",,tt5851786,5.6,3488.0,15.668,6.2,0.2857142857142857
1148,2221,ts53166,Julie's Greenroom,SHOW,Ms. Julie teaches performing arts workshops with the help of her assistant Gus at their Wellspring Center for the Performing Arts.,2017,,28,"['comedy', 'family']",['US'],1.0,tt5779222,8.2,328.0,2.76,8.5,0.3333333333333333
1151,2226,tm420989,Father of the Year,MOVIE,"Two college grads return to their hometown, where a hypothetical question -- whose dad would win in a fight? -- leads to mass mayhem.",2018,,94,['comedy'],['US'],,tt7256866,5.2,11545.0,10.981,5.4,0.21739130434782608
1153,2228,tm325102,Puss in Book: Trapped in an Epic Tale,MOVIE,"After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",2017,G,23,"['comedy', 'action', 'family', 'fantasy', 'animation']",['US'],,,,,26.998,6.5,0.47058823529411764
1154,2229,tm426202,Demetri Martin: The Overthinker,MOVIE,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",2018,,56,['comedy'],['US'],,tt7725144,7.2,1708.0,4.309,6.9,0.5
1156,2232,tm404690,Happy Anniversary,MOVIE,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,2018,,78,"['romance', 'comedy']",['US'],,tt6423886,5.7,4265.0,6.921,5.8,0.43478260869565216
1157,2233,ts77545,Dope,SHOW,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",2017,TV-MA,44,"['documentation', 'crime', 'war', 'thriller', 'comedy', 'drama']",['US'],3.0,tt6545162,7.3,1658.0,15.736,7.2,0.0
1158,2234,ts75718,Neo Yokio,SHOW,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",2017,TV-MA,23,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['US'],2.0,tt7343832,5.9,3385.0,4.138,5.5,0.5
1159,2236,tm359713,El Camino Christmas,MOVIE,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",2017,,89,"['comedy', 'drama', 'crime', 'western']",['US'],,tt3255590,5.7,8830.0,8.462,5.6,0.3793103448275862
1160,2238,ts57300,Marlon,SHOW,"A loving (but immature) father is committed to co-parenting his two kids with his very-together ex-wife. While his misguided fatherly advice, unstoppable larger-than-life personality and unpredictable Internet superstardom might get in the way sometimes, for Marlon, family really always does come first - even if he's the biggest kid of all.",2017,TV-PG,21,['comedy'],['US'],2.0,tt5722376,6.9,4136.0,11.367,6.6,0.3333333333333333
1161,2240,ts9075,The Fix,SHOW,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",2018,TV-MA,27,['comedy'],['US'],1.0,tt5960546,7.0,1957.0,1.555,6.5,0.25
